Date,Open,High,Low,Close,Volume,Adj Close
2012-08-02,602.840019,610.690025,600.25,607.789986,83039600,79.492451
2012-08-03,613.630013,617.980019,611.560005,615.70002,86230200,80.526999
2012-08-06,617.290016,624.870003,615.26001,622.550003,75525800,81.422904
2012-08-07,622.769981,624.999992,618.039993,620.910019,72611700,81.208411
2012-08-08,619.389984,623.88002,617.099998,619.860008,61176500,81.071081
2012-08-09,617.849976,621.730011,617.799988,620.729988,55410600,81.533432
2012-08-10,618.710022,621.760025,618.699982,621.699997,48734700,81.660844
2012-08-13,623.390022,630.0,623.249992,630.0,69708100,82.751057
2012-08-14,631.870003,638.610023,630.209991,631.690025,85042300,82.973043
2012-08-15,631.300003,633.999985,627.750015,630.829979,64335600,82.860075
2012-08-16,631.210014,636.759995,630.499985,636.340012,63633500,83.583823
2012-08-17,640.000015,648.190002,638.809975,648.110001,110690300,85.129821
2012-08-20,650.010017,665.150017,649.900002,665.150017,153346200,87.368042
2012-08-21,670.82,674.880013,650.330025,656.059982,203179900,86.174058
2012-08-22,654.419998,668.999985,648.110001,668.869995,141330700,87.856665
2012-08-23,666.109985,669.899979,661.149979,662.630013,105032200,87.037038
2012-08-24,659.509995,669.479996,655.550011,663.219986,109335100,87.114531
2012-08-27,679.989983,680.870003,673.540009,675.679977,106752100,88.751162
2012-08-28,674.979988,676.100014,670.669983,674.800011,66854200,88.635578
2012-08-29,675.250008,677.669983,672.600014,673.469994,50701700,88.460879
2012-08-30,670.640022,671.550003,662.849991,663.869987,75674900,87.199909
2012-08-31,667.249985,668.599976,657.250023,665.240005,84580300,87.379862
2012-09-04,665.760017,675.139992,664.500015,674.970001,91973000,88.657906
2012-09-05,675.570015,676.350006,669.599998,670.230026,84093800,88.035306
2012-09-06,673.170013,678.290024,670.800026,676.270004,97799100,88.828662
2012-09-07,678.050018,682.480026,675.77002,680.43998,82416600,89.376392
2012-09-10,680.45002,683.289978,662.100014,662.739975,121999500,87.051481
2012-09-11,665.110016,670.099983,656.499992,660.590019,125995800,86.769083
2012-09-12,666.849976,669.899979,656.000008,669.790016,178058300,87.97751
2012-09-13,677.370003,685.500015,674.769997,682.980011,149590000,89.710028
2012-09-14,689.959984,696.980011,687.889977,691.280014,150118500,90.800241
2012-09-17,699.349998,699.799995,694.610023,699.780022,99507800,91.916724
2012-09-18,699.879997,702.329987,696.419998,701.910004,93375800,92.196499
2012-09-19,700.259979,703.989998,699.569977,702.100021,81718700,92.221458
2012-09-20,699.159981,700.059975,693.619987,698.699997,84142100,91.774862
2012-09-21,702.409988,705.070023,699.359985,700.089989,142897300,91.957438
2012-09-24,686.859993,695.119995,682.999985,690.790016,159941600,90.735879
2012-09-25,688.260025,692.780022,673.000023,673.540009,129697400,88.470075
2012-09-26,668.740005,672.690002,661.20002,665.179977,144125800,87.371978
2012-09-27,664.290024,682.170006,660.350014,681.32,148522500,89.491984
2012-09-28,678.750008,681.110008,666.75,667.100021,133777700,87.624177
2012-10-01,671.159981,676.750015,656.499992,659.389992,135898700,86.611458
2012-10-02,661.81002,666.349991,650.649979,661.309982,156998100,86.86365
2012-10-03,664.860023,671.860023,662.630013,671.449974,106070300,88.195547
2012-10-04,671.250023,674.249985,665.550026,666.799988,92681400,87.584767
2012-10-05,665.200005,666.000023,651.280006,652.589996,148501500,85.718273
2012-10-08,646.880013,647.559975,636.109993,638.170013,159498500,83.824195
2012-10-09,638.650024,640.490013,623.550026,635.850014,209649300,83.519461
2012-10-10,639.739983,644.979996,637.0,640.909996,127589000,84.184094
2012-10-11,646.499977,647.20002,628.099983,628.099983,136520300,82.501488
2012-10-12,629.55999,635.37999,625.300026,629.710007,115003700,82.712966
2012-10-15,632.350014,635.129997,623.850006,634.760002,108125500,83.376287
2012-10-16,635.370003,650.300011,631.000023,649.789986,137442900,85.350489
2012-10-17,648.870018,652.790001,644.0,644.610001,97259400,84.670093
2012-10-18,639.590019,642.059982,630.0,632.640007,119156100,83.097824
2012-10-19,631.050011,631.769974,609.619987,609.840019,186021500,80.103025
2012-10-22,612.419998,635.37999,610.759987,634.029999,136682700,83.2804
2012-10-23,631.000023,633.900009,611.699982,613.359993,176786400,80.565377
2012-10-24,621.440018,626.549988,610.639984,616.829979,139631800,81.021163
2012-10-25,619.999985,621.999977,605.549988,609.539986,164081400,80.063616
2012-10-26,609.430023,614.000008,591.000015,603.999992,254608200,79.335933
2012-10-31,594.879997,601.959999,587.70002,595.320007,127500800,78.195809
2012-11-01,598.219994,603.000023,594.170021,596.540009,90324500,78.356057
2012-11-02,595.890007,596.950005,574.749977,576.800011,149843400,75.763191
2012-11-05,583.520004,587.769981,577.599976,584.620003,132283900,76.790354
2012-11-06,590.230011,590.739983,580.090019,582.849976,93729300,76.557859
2012-11-07,573.839996,574.539986,555.750023,558.000008,198412200,73.628554
2012-11-08,560.629974,562.230011,535.290009,537.749985,264036500,70.956548
2012-11-09,540.420006,554.87999,533.719986,547.059998,232478400,72.185011
2012-11-12,554.149986,554.500008,538.649979,542.829994,128950500,71.626859
2012-11-13,538.910011,550.479996,536.359993,542.900009,133237300,71.636097
2012-11-14,545.500015,547.45002,536.180016,536.880005,119292600,70.841753
2012-11-15,537.530006,539.499985,522.620026,525.619987,197477700,69.355985
2012-11-16,525.200005,530.000008,505.75,527.680008,316723400,69.627806
2012-11-19,540.709999,567.499985,539.88002,565.730011,205829400,74.648535
2012-11-20,571.910019,571.95002,554.580009,560.909981,160688500,74.012528
2012-11-21,564.249977,567.369995,556.599976,561.700012,93250500,74.116773
2012-11-23,567.169991,572.000008,562.600006,571.500023,68206600,75.409892
2012-11-26,575.900017,589.999992,573.710007,589.530022,157644900,77.788965
2012-11-27,589.549995,590.419975,580.100006,584.780006,133332500,77.162197
2012-11-28,577.269981,585.800003,572.259987,582.940018,130216100,76.919409
2012-11-29,590.220024,594.250023,585.249977,589.359978,128674700,77.766528
2012-11-30,586.789986,588.400009,582.679985,585.279991,97829900,77.22817
2012-12-03,593.650009,594.590004,585.500023,586.190025,91070000,77.34825
2012-12-04,581.800018,581.800018,572.129997,575.849976,139267100,75.983872
2012-12-05,568.910004,569.249985,538.769981,538.790009,261159500,71.093779
2012-12-06,528.94001,553.31002,518.629974,547.239975,294303100,72.208759
2012-12-07,553.400009,555.199997,530.000008,533.250015,196760200,70.362773
2012-12-10,525.0,538.510002,521.580002,529.819977,157621100,69.910177
2012-12-11,539.770004,549.559975,537.370003,541.390015,148086400,71.436852
2012-12-12,547.769974,547.999992,536.270004,539.0,121786000,71.121488
2012-12-13,531.149994,537.640022,525.800018,529.689987,156314900,69.893024
2012-12-14,514.749992,518.12999,505.580009,509.789986,252394800,67.267203
2012-12-17,508.929993,519.999992,501.230003,518.829979,189401800,68.460037
2012-12-18,525.0,534.899986,520.249985,533.900017,156421300,70.448541
2012-12-19,531.470001,533.700012,525.499985,526.30999,112342300,69.447031
2012-12-20,530.000008,530.200012,518.88002,521.730019,120422400,68.8427
2012-12-21,512.469994,519.669998,510.239983,519.330017,149067100,68.526018
2012-12-24,520.350014,524.250023,518.709976,520.169983,43938300,68.636852
2012-12-26,519.000023,519.460007,511.120003,512.999992,75609100,67.690766
2012-12-27,513.539978,516.25,504.659988,515.060013,113780100,67.962587
2012-12-28,510.290024,514.480026,508.119987,509.589981,88569600,67.240812
